Company,Location,Country,Date,Year,Rocket,Mission,RocketStatus,Price,MissionStatus
US Air Force,"SLC-2E (75-1-1), Vandenberg AFB, California, USA",USA,6/28/1962,1962,Thor DM-21 Agena-D,FTV 1151,Retired,0,Success
RVSN USSR,"Mayak-2, Kapustin Yar, Russia",Russia,6/30/1962,1962,Cosmos-2I (63S1),Cosmos 6,Retired,0,Success
US Air Force,"SLC-17B, Cape Canaveral AFS, Florida, USA",USA,7/10/1962,1962,Thor DM-19 Delta,Telstar 1,Retired,0,Success
General Dynamics,"SLC-3W, Vandenberg AFB, California, USA",USA,7/18/1962,1962,Atlas-LV3 Agena-B,Samos 9,Retired,0,Success
US Air Force,"SLC-1E (75-3-5), Vandenberg AFB, California, USA",USA,7/21/1962,1962,Thor DM-21 Agena-B,FTV 1130,Retired,0,Success
General Dynamics,"LC-12, Cape Canaveral AFS, Florida, USA",USA,7/22/1962,1962,Atlas-LV3 Agena-B,Mariner 1,Retired,0,Failure
US Air Force,"SLC-1W (75-3-4), Vandenberg AFB, California, USA",USA,7/28/1962,1962,Thor DM-21 Agena-B,FTV 1131,Retired,0,Success
RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",Kazakhstan,7/28/1962,1962,Vostok-2,Cosmos 7,Retired,0,Success
US Air Force,"SLC-2E (75-1-1), Vandenberg AFB, California, USA",USA,8/2/1962,1962,Thor DM-21 Agena-D,FTV 1152,Retired,0,Success
General Dynamics,"SLC-3W, Vandenberg AFB, California, USA",USA,8/5/1962,1962,Atlas-LV3 Agena-B,Samos 10,Retired,0,Success
RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",Kazakhstan,8/11/1962,1962,Vostok,Vostok 3,Retired,0,Success
RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",Kazakhstan,8/12/1962,1962,Vostok,Vostok 4,Retired,0,Success
RVSN USSR,"Mayak-2, Kapustin Yar, Russia",Russia,8/18/1962,1962,Cosmos-2I (63S1),Cosmos 8,Retired,0,Success
US Air Force,"SLC-5, Vandenberg AFB, California, USA",USA,8/23/1962,1962,Scout X-2M,DSAP-1 F2 (Program 35),Retired,0,Success
RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",Kazakhstan,8/25/1962,1962,Molniya,2MV-1 n†­1 (Venera 2),Retired,0,Failure
General Dynamics,"LC-12, Cape Canaveral AFS, Florida, USA",USA,8/27/1962,1962,Atlas-LV3 Agena-B,Mariner 2,Retired,0,Success
US Air Force,"SLC-2W, Vandenberg AFB, California, USA",USA,8/29/1962,1962,Thor DM-21 Agena-D,FTV 1153,Retired,0,Success
RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",Kazakhstan,9/1/1962,1962,Molniya,2MV-1 n†­2 (Venera 2),Retired,0,Failure
US Air Force,"SLC-1E (75-3-5), Vandenberg AFB, California, USA",USA,9/1/1962,1962,Thor DM-21 Agena-B,FTV 1132,Retired,0,Success
RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",Kazakhstan,9/12/1962,1962,Molniya,2MV-2 n†­1 (Venera 2),Retired,0,Failure
US Air Force,"SLC-1W (75-3-4), Vandenberg AFB, California, USA",USA,9/17/1962,1962,Thor DM-21 Agena-B,FTV 1133 & ERS-2,Retired,0,Success
US Air Force,"SLC-17A, Cape Canaveral AFS, Florida, USA",USA,9/18/1962,1962,Thor DM-19 Delta,TIROS-6,Retired,0,Success
RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",Kazakhstan,9/27/1962,1962,Vostok-2,Cosmos 9,Retired,0,Success
US Air Force,"SLC-2E (75-1-1), Vandenberg AFB, California, USA",USA,9/29/1962,1962,Thor DM-21 Agena-B,Alouette 1 & TAVE,Retired,0,Success
US Air Force,"SLC-2W, Vandenberg AFB, California, USA",USA,9/29/1962,1962,Thor DM-21 Agena-D,FTV 1154,Retired,0,Success
US Air Force,"SLC-17B, Cape Canaveral AFS, Florida, USA",USA,10/2/1962,1962,Delta A,Explorer 14,Retired,0,Success
NASA,"LC-14, Cape Canaveral AFS, Florida, USA",USA,10/3/1962,1962,Atlas-D Mercury,Sigma 7 (MA-8),Retired,0,Success
US Air Force,"SLC-1W (75-3-4), Vandenberg AFB, California, USA",USA,10/9/1962,1962,Thor DM-21 Agena-B,FTV 1134,Retired,0,Success
RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",Kazakhstan,10/17/1962,1962,Vostok-2,Cosmos 10,Retired,0,Success
General Dynamics,"LC-12, Cape Canaveral AFS, Florida, USA",USA,10/18/1962,1962,Atlas-LV3 Agena-B,Ranger 5,Retired,0,Success
RVSN USSR,"Mayak-2, Kapustin Yar, Russia",Russia,10/20/1962,1962,Cosmos-2I (63S1),Cosmos 11,Retired,0,Success
RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",Kazakhstan,10/24/1962,1962,Molniya,2MV-4 n†­1 (Mars 1),Retired,0,Failure
RVSN USSR,"Mayak-2, Kapustin Yar, Russia",Russia,10/25/1962,1962,Cosmos-2I (63S1),1MS #2,Retired,0,Failure
US Air Force,"SLC-2W, Vandenberg AFB, California, USA",USA,10/26/1962,1962,Thor DM-21 Agena-D,STARAD,Retired,0,Success
US Air Force,"SLC-17B, Cape Canaveral AFS, Florida, USA",USA,10/27/1962,1962,Delta A,Explorer 15,Retired,0,Success
US Air Force,"SLC-17A, Cape Canaveral AFS, Florida, USA",USA,10/31/1962,1962,Thor-DM21 Ablestar,ANNA 1B,Retired,0,Success
RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",Kazakhstan,11/1/1962,1962,Molniya,Mars 1,Retired,0,Success
RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",Kazakhstan,11/4/1962,1962,Molniya,2MV-3 n†­1 (Mars 2),Retired,0,Failure
US Air Force,"SLC-1W (75-3-4), Vandenberg AFB, California, USA",USA,11/5/1962,1962,Thor DM-21 Agena-B,FTV 1136,Retired,0,Success
General Dynamics,"SLC-3W, Vandenberg AFB, California, USA",USA,11/11/1962,1962,Atlas-LV3 Agena-B,Samos 11,Retired,0,Success
US Air Force,"SLC-1W (75-3-4), Vandenberg AFB, California, USA",USA,11/24/1962,1962,Thor DM-21 Agena-B,FTV 1135,Retired,0,Success
US Air Force,"SLC-2E (75-1-1), Vandenberg AFB, California, USA",USA,12/4/1962,1962,Thor DM-21 Agena-D,FTV 1155,Retired,0,Success
US Air Force,"SLC-2E (75-1-1), Vandenberg AFB, California, USA",USA,12/13/1962,1962,Thor DM-21 Agena-D,Injun 3 & Others,Retired,0,Success
US Air Force,"SLC-17A, Cape Canaveral AFS, Florida, USA",USA,12/13/1962,1962,Delta B,Relay 1,Retired,0,Success
US Air Force,"SLC-1E (75-3-5), Vandenberg AFB, California, USA",USA,12/14/1962,1962,Thor DM-21 Agena-D,FTV 1156,Retired,0,Success
NASA,"LA-3, Wallops Flight Facility, Virginia, USA",USA,12/16/1962,1962,Scout X-3,Explorer 16 (S-55B),Retired,0,Success
General Dynamics,"SLC-3E, Vandenberg AFB, California, USA",USA,12/17/1962,1962,Atlas-LV3 Agena-B,Midas 6,Retired,0,Failure
US Air Force,"SLC-5, Vandenberg AFB, California, USA",USA,12/19/1962,1962,Scout X-3,Transit-5A 1,Retired,0,Success
RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",Kazakhstan,12/22/1962,1962,Vostok-2,Cosmos 12,Retired,0,Success
RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",Kazakhstan,1/4/1963,1963,Molniya,E-6 n†­1 (Luna 4),Retired,0,Failure
RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",Kazakhstan,2/3/1963,1963,Molniya,E-6 n†­2 (Luna 4),Retired,0,Failure
US Air Force,"SLC-5, Vandenberg AFB, California, USA",USA,2/19/1963,1963,Scout X-3M,DSAP-1 F3 (Program 35),Retired,0,Success
RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",Kazakhstan,3/21/1963,1963,Vostok-2,Cosmos 13,Retired,0,Success
RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",Kazakhstan,4/2/1963,1963,Molniya,Luna 4,Retired,0,Success
US Air Force,"SLC-5, Vandenberg AFB, California, USA",USA,4/5/1963,1963,Scout X-3,Transit-5A 2,Retired,0,Failure
RVSN USSR,"Mayak-2, Kapustin Yar, Russia",Russia,4/6/1963,1963,Cosmos-2I (63S1),DS-P1 #2,Retired,0,Failure
RVSN USSR,"Mayak-2, Kapustin Yar, Russia",Russia,4/13/1963,1963,Cosmos-2I (63S1),Cosmos 14,Retired,0,Success
RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",Kazakhstan,4/22/1963,1963,Vostok-2,Cosmos 15,Retired,0,Success
US Air Force,"SLC-5, Vandenberg AFB, California, USA",USA,4/26/1963,1963,Scout X-2M,DSAP-1 F4 (Program 35),Retired,0,Failure
RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",Kazakhstan,4/28/1963,1963,Vostok-2,Cosmos 16,Retired,0,Success
General Dynamics,"SLC-3E, Vandenberg AFB, California, USA",USA,5/9/1963,1963,Atlas-LV3 Agena-B,Midas 7,Retired,0,Success
NASA,"LC-14, Cape Canaveral AFS, Florida, USA",USA,5/15/1963,1963,Atlas-D Mercury,Faith 7 (MA-9),Retired,0,Success
RVSN USSR,"Mayak-2, Kapustin Yar, Russia",Russia,5/22/1963,1963,Cosmos-2I (63S1),Cosmos 17,Retired,0,Success
RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",Kazakhstan,5/24/1963,1963,Vostok-2,Cosmos 18,Retired,0,Success
RVSN USSR,"Mayak-2, Kapustin Yar, Russia",Russia,6/1/1963,1963,Cosmos-2I (63S1),DS-MT #1,Retired,0,Failure
General Dynamics,"SLC-3E, Vandenberg AFB, California, USA",USA,6/12/1963,1963,Atlas-LV3 Agena-B,Midas 8,Retired,0,Failure
RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",Kazakhstan,6/14/1963,1963,Vostok,Vostok 5,Retired,0,Success
US Air Force,"SLC-5, Vandenberg AFB, California, USA",USA,6/16/1963,1963,Scout X-3,Transit-5A 3,Retired,0,Success
RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",Kazakhstan,6/16/1963,1963,Vostok,Vostok 6,Retired,0,Success
US Air Force,"SLC-5, Vandenberg AFB, California, USA",USA,6/28/1963,1963,Scout X-4,CRL-1 (GRS),Retired,0,Success
RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",Kazakhstan,7/10/1963,1963,Vostok-2,Zenit-2 n†­12,Retired,0,Failure
General Dynamics,"SLC-4W, Vandenberg AFB, California, USA",USA,7/12/1963,1963,Atlas-LV3 Agena-D,KH-7 Gambit 4001,Retired,0,Success
General Dynamics,"SLC-3E, Vandenberg AFB, California, USA",USA,7/19/1963,1963,Atlas-LV3 Agena-B,Midas 9,Retired,0,Success
RVSN USSR,"Mayak-2, Kapustin Yar, Russia",Russia,8/6/1963,1963,Cosmos-2I (63S1),Cosmos 19,Retired,0,Success
RVSN USSR,"Mayak-2, Kapustin Yar, Russia",Russia,8/22/1963,1963,Cosmos-2I (63S1),DS-A1 #3,Retired,0,Failure
General Dynamics,"SLC-4W, Vandenberg AFB, California, USA",USA,9/6/1963,1963,Atlas-LV3 Agena-D,KH-7 Gambit 4002,Retired,0,Success
US Air Force,"SLC-5, Vandenberg AFB, California, USA",USA,9/27/1963,1963,Scout X-2B,DSAP-1 F5 (Program 35),Retired,0,Failure
General Dynamics,"LC-13, Cape Canaveral AFS, Florida, USA",USA,10/17/1963,1963,Atlas-LV3 Agena-D,Vela 1A/1B,Retired,0,Success
RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",Kazakhstan,10/18/1963,1963,Vostok-2,Cosmos 20,Retired,0,Success
RVSN USSR,"Mayak-2, Kapustin Yar, Russia",Russia,10/24/1963,1963,Cosmos-2I (63S1),DS-A1 #4,Retired,0,Failure
General Dynamics,"SLC-4W, Vandenberg AFB, California, USA",USA,10/25/1963,1963,Atlas-LV3 Agena-D,KH-7 Gambit 4003,Retired,0,Success
RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",Kazakhstan,11/1/1963,1963,Poliot,Poliot-1,Retired,0,Success
RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",Kazakhstan,11/11/1963,1963,Molniya,Cosmos 21,Retired,0,Success
RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",Kazakhstan,11/16/1963,1963,Voskhod,Cosmos 22,Retired,0,Success
General Dynamics,"SLC-36A, Cape Canaveral AFS, Florida, USA",USA,11/27/1963,1963,Atlas-LV3C Centaur-B,AC-2 (Test Vehicle),Retired,0,Success
RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",Kazakhstan,11/28/1963,1963,Vostok-2,Zenit-2 n†­14,Retired,0,Failure
RVSN USSR,"Mayak-2, Kapustin Yar, Russia",Russia,12/13/1963,1963,Cosmos-2I (63S1),Cosmos 23,Retired,0,Success
General Dynamics,"SLC-4W, Vandenberg AFB, California, USA",USA,12/18/1963,1963,Atlas-LV3 Agena-D,KH-7 Gambit 4004,Retired,0,Success
RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",Kazakhstan,12/19/1963,1963,Vostok-2,Cosmos 24,Retired,0,Success
NASA,"SLC-5, Vandenberg AFB, California, USA",USA,12/19/1963,1963,Scout X-4,Explorer 19 (AD-A),Retired,0,Success
NASA,"LC-34, Cape Canaveral AFS, Florida, USA",USA,1/29/1964,1964,Saturn I,SA-5,Retired,0,Success
RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",Kazakhstan,1/30/1964,1964,Vostok,Elektron 1 & 2,Retired,0,Success
General Dynamics,"LC-12, Cape Canaveral AFS, Florida, USA",USA,1/30/1964,1964,Atlas-LV3 Agena-B,Ranger 6,Retired,0,Success
RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",Kazakhstan,2/19/1964,1964,Molniya,3MV-1 n†­2 (Zond 1),Retired,0,Failure
General Dynamics,"SLC-4W, Vandenberg AFB, California, USA",USA,2/25/1964,1964,Atlas-LV3 Agena-D,KH-7 Gambit 4005,Retired,0,Success
RVSN USSR,"Mayak-2, Kapustin Yar, Russia",Russia,2/27/1964,1964,Cosmos-2I (63S1),Cosmos 25,Retired,0,Success
General Dynamics,"SLC-4W, Vandenberg AFB, California, USA",USA,3/11/1964,1964,Atlas-LV3 Agena-D,KH-7 Gambit 4006,Retired,0,Success
RVSN USSR,"Mayak-2, Kapustin Yar, Russia",Russia,3/18/1964,1964,Cosmos-2I (63S1),Cosmos 26,Retired,0,Success
RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",Kazakhstan,3/21/1964,1964,Molniya,E-6 n†­6,Retired,0,Failure
RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",Kazakhstan,3/27/1964,1964,Molniya,Cosmos 27,Retired,0,Partial Failure
RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",Kazakhstan,4/2/1964,1964,Molniya,Zond 1,Retired,0,Success
RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",Kazakhstan,4/4/1964,1964,Vostok-2,Cosmos 28,Retired,0,Success
NASA,"LC-19, Cape Canaveral AFS, Florida, USA",USA,4/8/1964,1964,Titan II GLV,Gemini 1,Retired,0,Success
RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",Kazakhstan,4/12/1964,1964,Poliot,Poliot-2,Retired,0,Success
RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",Kazakhstan,4/20/1964,1964,Molniya,E-6 n†­5 (Luna 5),Retired,0,Failure
General Dynamics,"SLC-4W, Vandenberg AFB, California, USA",USA,4/23/1964,1964,Atlas-LV3 Agena-D,KH-7 Gambit 4007,Retired,0,Success
RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",Kazakhstan,4/25/1964,1964,Vostok-2,Cosmos 29,Retired,0,Success
RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",Kazakhstan,5/18/1964,1964,Voskhod,Cosmos 30,Retired,0,Success
General Dynamics,"SLC-4W, Vandenberg AFB, California, USA",USA,5/19/1964,1964,Atlas-LV3 Agena-D,KH-7 Gambit 4008,Retired,0,Success
NASA,"SLC-37B, Cape Canaveral AFS, Florida, USA",USA,5/28/1964,1964,Saturn I,A-101,Retired,0,Success
RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",Kazakhstan,6/4/1964,1964,Molniya,Molniya-1 n†­1,Retired,0,Failure
RVSN USSR,"Mayak-2, Kapustin Yar, Russia",Russia,6/6/1964,1964,Cosmos-2I (63S1),Cosmos 31,Retired,0,Success
RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",Kazakhstan,6/10/1964,1964,Vostok-2,Cosmos 32,Retired,0,Success
RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",Kazakhstan,6/23/1964,1964,Vostok-2,Cosmos 33,Retired,0,Success
General Dynamics,"SLC-36A, Cape Canaveral AFS, Florida, USA",USA,6/30/1964,1964,Atlas-LV3C Centaur-C,AC-3 (Test Vehicle),Retired,0,Failure
RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",Kazakhstan,7/1/1964,1964,Voskhod,Cosmos 34,Retired,0,Success
General Dynamics,"SLC-4W, Vandenberg AFB, California, USA",USA,7/6/1964,1964,Atlas-LV3 Agena-D,KH-7 Gambit 4009,Retired,0,Success
RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",Kazakhstan,7/10/1964,1964,Vostok,Elektron 3 & 4,Retired,0,Success
RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",Kazakhstan,7/15/1964,1964,Vostok-2,Cosmos 35,Retired,0,Success
General Dynamics,"LC-13, Cape Canaveral AFS, Florida, USA",USA,7/17/1964,1964,Atlas-LV3 Agena-D,Vela 2A/2B,Retired,0,Success
General Dynamics,"LC-12, Cape Canaveral AFS, Florida, USA",USA,7/28/1964,1964,Atlas-LV3 Agena-B,Ranger 7,Retired,0,Success
RVSN USSR,"Mayak-2, Kapustin Yar, Russia",Russia,7/30/1964,1964,Cosmos-2I (63S1),Cosmos 36,Retired,0,Success
RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",Kazakhstan,8/14/1964,1964,Vostok-2,Cosmos 37,Retired,0,Success
General Dynamics,"SLC-4E, Vandenberg AFB, California, USA",USA,8/14/1964,1964,Atlas-SLV3 Agena-D,KH-7 Gambit 4010,Retired,0,Success
RVSN USSR,"Site 41/15, Baikonur Cosmodrome, Kazakhstan",Kazakhstan,8/18/1964,1964,Cosmos-1 (65S3),"Cosmos 38, 39 & 40",Retired,0,Success
RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",Kazakhstan,8/22/1964,1964,Molniya,Cosmos 41,Retired,0,Success
RVSN USSR,"Mayak-2, Kapustin Yar, Russia",Russia,8/22/1964,1964,Cosmos-2I (63S1),Cosmos 42 & 43,Retired,0,Success
RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",Kazakhstan,8/28/1964,1964,Vostok-2M,Cosmos 44,Retired,0,Success
US Air Force,"SLC-20, Cape Canaveral AFS, Florida, USA",USA,9/1/1964,1964,Titan IIIA,Transtage 1,Retired,63.23,Failure
General Dynamics,"LC-12, Cape Canaveral AFS, Florida, USA",USA,9/5/1964,1964,Atlas-LV3 Agena-B,OGO 1,Retired,,Success
RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",Kazakhstan,9/13/1964,1964,Voskhod,Cosmos 45,Retired,,Success
NASA,"SLC-37B, Cape Canaveral AFS, Florida, USA",USA,9/18/1964,1964,Saturn I,A-102,Retired,,Success
General Dynamics,"SLC-4E, Vandenberg AFB, California, USA",USA,9/23/1964,1964,Atlas-SLV3 Agena-D,KH-7 Gambit 4011,Retired,,Success
RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",Kazakhstan,9/24/1964,1964,Vostok-2,Cosmos 46,Retired,,Success
RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",Kazakhstan,10/6/1964,1964,Voskhod,Cosmos 47,Retired,,Success
General Dynamics,"SLC-4E, Vandenberg AFB, California, USA",USA,10/8/1964,1964,Atlas-SLV3 Agena-D,KH-7 Gambit 4012,Retired,,Failure
RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",Kazakhstan,10/12/1964,1964,Voskhod,Voskhod 1,Retired,,Success
RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",Kazakhstan,10/14/1964,1964,Vostok-2,Cosmos 48,Retired,,Success
General Dynamics,"SLC-4W, Vandenberg AFB, California, USA",USA,10/23/1964,1964,Atlas-LV3 Agena-D,KH-7 Gambit 4013,Retired,,Success
RVSN USSR,"Site 41/15, Baikonur Cosmodrome, Kazakhstan",Kazakhstan,10/23/1964,1964,Cosmos-1 (65S3),"Strela-1 #4, 5, 6",Retired,,Failure
RVSN USSR,"Mayak-2, Kapustin Yar, Russia",Russia,10/24/1964,1964,Cosmos-2I (63S1),Cosmos 49,Retired,,Success
RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",Kazakhstan,10/28/1964,1964,Vostok-2,Cosmos 50,Retired,,Success
General Dynamics,"LC-13, Cape Canaveral AFS, Florida, USA",USA,11/5/1964,1964,Atlas-LV3 Agena-D,Mariner 3,Retired,,Failure
General Dynamics,"LC-12, Cape Canaveral AFS, Florida, USA",USA,11/28/1964,1964,Atlas-LV3 Agena-D,Mariner 4,Retired,,Success
RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",Kazakhstan,11/30/1964,1964,Molniya,Zond 2,Retired,,Success
RVSN USSR,"Mayak-2, Kapustin Yar, Russia",Russia,12/1/1964,1964,Cosmos-2I (63S1),DS-2 #2,Retired,,Failure
General Dynamics,"SLC-4E, Vandenberg AFB, California, USA",USA,12/4/1964,1964,Atlas-SLV3 Agena-D,KH-7 Gambit 4014,Retired,,Success
RVSN USSR,"Site 86/1, Kapustin Yar, Russia",Russia,12/9/1964,1964,Cosmos-2I (63S1),Cosmos 51,Retired,,Success
US Air Force,"SLC-20, Cape Canaveral AFS, Florida, USA",USA,12/10/1964,1964,Titan IIIA,Transtage 2,Retired,63.23,Success
General Dynamics,"SLC-36A, Cape Canaveral AFS, Florida, USA",USA,12/11/1964,1964,Atlas-LV3C Centaur-C,Surveyor-Model 1,Retired,,Partial Failure
RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",Kazakhstan,1/11/1965,1965,Vostok-2,Cosmos 52,Retired,,Success
NASA,"LC-19, Cape Canaveral AFS, Florida, USA",USA,1/19/1965,1965,Titan II GLV,Gemini 2,Retired,,Success
General Dynamics,"LC-576B3, Vandenberg AFB, California, USA",USA,1/21/1965,1965,Atlas-D OV1,OV1-1,Retired,,Failure
General Dynamics,"SLC-4W, Vandenberg AFB, California, USA",USA,1/23/1965,1965,Atlas-SLV3 Agena-D,KH-7 Gambit 4015,Retired,,Success
RVSN USSR,"Site 86/1, Kapustin Yar, Russia",Russia,1/30/1965,1965,Cosmos-2I (63S1),Cosmos 53,Retired,,Success
US Air Force,"SLC-20, Cape Canaveral AFS, Florida, USA",USA,2/11/1965,1965,Titan IIIA,LES 1,Retired,63.23,Success
RVSN USSR,"Site 86/1, Kapustin Yar, Russia",Russia,2/12/1965,1965,Cosmos-2I (63S1),DS-P1 You #2,Retired,,Failure
NASA,"SLC-37B, Cape Canaveral AFS, Florida, USA",USA,2/16/1965,1965,Saturn I,A-103,Retired,,Success
General Dynamics,"LC-12, Cape Canaveral AFS, Florida, USA",USA,2/17/1965,1965,Atlas-LV3 Agena-B,Ranger 8,Retired,,Success
RVSN USSR,"Site 86/1, Kapustin Yar, Russia",Russia,2/20/1965,1965,Cosmos-2I (63S1),DS-A1 #6,Retired,,Failure
RVSN USSR,"Site 41/15, Baikonur Cosmodrome, Kazakhstan",Kazakhstan,2/21/1965,1965,Cosmos-1 (65S3),"Cosmos 54, 55 & 56",Retired,,Success
RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",Kazakhstan,2/22/1965,1965,Voskhod,Cosmos 57,Retired,,Success
RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",Kazakhstan,2/26/1965,1965,Vostok-2M,Cosmos 58,Retired,,Success
General Dynamics,"SLC-36A, Cape Canaveral AFS, Florida, USA",USA,3/2/1965,1965,Atlas-LV3C Centaur-C,Surveyor-SD 1,Retired,,Failure
RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",Kazakhstan,3/7/1965,1965,Voskhod,Cosmos 59,Retired,,Success
RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",Kazakhstan,3/12/1965,1965,Molniya,Cosmos 60,Retired,,Success
General Dynamics,"SLC-4W, Vandenberg AFB, California, USA",USA,3/12/1965,1965,Atlas-SLV3 Agena-D,KH-7 Gambit 4016,Retired,,Success
RVSN USSR,"Site 41/15, Baikonur Cosmodrome, Kazakhstan",Kazakhstan,3/15/1965,1965,Cosmos-1 (65S3),"Cosmos 61, 62 & 63",Retired,,Success
RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",Kazakhstan,3/18/1965,1965,Voskhod,Voskhod 2,Retired,,Success
General Dynamics,"LC-12, Cape Canaveral AFS, Florida, USA",USA,3/21/1965,1965,Atlas-LV3 Agena-B,Ranger 9,Retired,,Success
NASA,"LC-19, Cape Canaveral AFS, Florida, USA",USA,3/23/1965,1965,Titan II GLV,Gemini 3,Retired,,Success
RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",Kazakhstan,3/25/1965,1965,Vostok-2,Cosmos 64,Retired,,Success
General Dynamics,"SLC-4E, Vandenberg AFB, California, USA",USA,4/3/1965,1965,Atlas-SLV3 Agena-D,SNAPSHOT,Retired,,Success
RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",Kazakhstan,4/10/1965,1965,Molniya,E-6 n†­8 (Luna),Retired,,Failure
RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",Kazakhstan,4/17/1965,1965,Voskhod,Cosmos 65,Retired,,Success
RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",Kazakhstan,4/23/1965,1965,Molniya,Molniya-1 n†­3,Retired,,Success
General Dynamics,"SLC-4E, Vandenberg AFB, California, USA",USA,4/28/1965,1965,Atlas-SLV3 Agena-D,KH-7 Gambit 4017,Retired,,Success
US Air Force,"SLC-20, Cape Canaveral AFS, Florida, USA",USA,5/6/1965,1965,Titan IIIA,LES 2 & LCS 1,Retired,63.23,Success
RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",Kazakhstan,5/7/1965,1965,Vostok-2,Cosmos 66,Retired,,Success
RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",Kazakhstan,5/9/1965,1965,Molniya,Luna 5,Retired,,Success
NASA,"SLC-37B, Cape Canaveral AFS, Florida, USA",USA,5/25/1965,1965,Saturn I,A-104,Retired,,Success
